"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"4743",2012-12-25,-2.22222222222222,NA,150,67,18,"Sunday",26.361256873,181,"1",2012,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"4744",2012-12-26,-7.22222222222222,NA,153,73,20,"Monday",21.812257583,NA,"0",2012,69,84,23,8,13,10,4,3,130,18,59,8,72,10,20,7,3,1
"4745",2012-12-27,-6.11111111111111,NA,164,73,22,"Tuesday",13.903353472,NA,"0",2012,74,90,25,8,14,11,5,4,139,20,63,9,77,11,21,7,3,1
"4746",2012-12-28,2.22222222222222,NA,123,43,12,"Wednesday",22.881451563,NA,"0",2012,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4747",2012-12-29,1.11111111111111,NA,131,64,11,"Thursday",6.839819949,NA,"0",2012,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"4748",2012-12-30,1.11111111111111,NA,127,57,12,"Friday",23.824131926,NA,"0",2012,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"4749",2012-12-31,5.55555555555556,NA,160,70,18,"Saturday",32.288426778,NA,"0",2012,72,88,24,8,13,11,4,4,136,19,61,9,75,11,20,7,3,1
"4750",2013-01-01,8.88888888888889,NA,147,64,24,"Sunday",44.890133307,182,"1",2013,66,81,22,7,12,10,4,3,125,18,56,8,69,10,19,6,3,1
"4751",2013-01-02,1.66666666666667,NA,160,80,10,"Monday",5.908855451,NA,"0",2013,72,88,24,8,13,11,4,4,136,19,61,9,75,11,20,7,3,1
"4752",2013-01-03,-2.22222222222222,NA,131,53,24,"Tuesday",10.90732768,NA,"0",2013,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"4753",2013-01-04,-6.66666666666667,NA,126,47,18,"Wednesday",22.896578293,NA,"0",2013,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"4754",2013-01-05,1.11111111111111,NA,127,58,11,"Thursday",33.8779508417,NA,"0",2013,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"4755",2013-01-06,-3.88888888888889,NA,139,65,10,"Friday",28.182156038,NA,"0",2013,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"4756",2013-01-07,2.77777777777778,NA,139,54,17,"Saturday",25.944477452,NA,"0",2013,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"4757",2013-01-08,3.88888888888889,NA,124,54,12,"Sunday",26.816746359,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4758",2013-01-09,5.55555555555556,NA,139,60,17,"Monday",9.847570334,NA,"0",2013,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"4759",2013-01-10,0.555555555555556,NA,135,53,14,"Tuesday",9.907979959,NA,"0",2013,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"4760",2013-01-11,-0.555555555555556,NA,122,47,17,"Wednesday",13.030388922,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4761",2013-01-12,-3.88888888888889,NA,137,54,10,"Thursday",21.652876845,NA,"0",2013,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"4762",2013-01-13,-6.66666666666667,NA,122,51,15,"Friday",31.344394523,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4763",2013-01-14,1.11111111111111,NA,140,65,18,"Saturday",43.5892124504,NA,"0",2013,63,77,21,7,12,9,4,3,119,17,54,8,65,9,18,6,3,1
"4764",2013-01-15,-0.555555555555556,NA,124,41,17,"Sunday",7.656738973,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4765",2013-01-16,-5.55555555555556,NA,108,40,14,"Monday",22.632000577,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4766",2013-01-17,-3.88888888888889,NA,139,55,24,"Tuesday",19.679899739,NA,"0",2013,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"4767",2013-01-18,-6.11111111111111,NA,137,53,14,"Wednesday",36.445467158,NA,"0",2013,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"4768",2013-01-19,-12.2222222222222,NA,129,53,12,"Thursday",13.717154645,NA,"0",2013,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"4769",2013-01-20,-15,NA,128,51,13,"Friday",46.759731671,NA,"0",2013,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"4770",2013-01-21,-8.33333333333333,NA,119,57,13,"Saturday",30.853020293,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4771",2013-01-22,-8.88888888888889,NA,125,54,13,"Sunday",19.797943931,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"4772",2013-01-23,-14.4444444444444,NA,123,64,15,"Monday",34.7686722246,NA,"0",2013,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4773",2013-01-24,-8.33333333333333,NA,133,56,21,"Tuesday",25.293773544,NA,"0",2013,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"4774",2013-01-25,-9.44444444444444,NA,119,43,18,"Wednesday",27.630296874,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4775",2013-01-26,-6.66666666666667,NA,117,47,8,"Thursday",27.553126006,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"4776",2013-01-27,-6.11111111111111,NA,124,51,16,"Friday",50.576858752,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4777",2013-01-28,-4.44444444444444,NA,129,50,10,"Saturday",27.695991662,NA,"0",2013,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"4778",2013-01-29,-2.22222222222222,NA,112,55,9,"Sunday",24.7305855,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4779",2013-01-30,-6.66666666666667,NA,129,52,13,"Monday",35.9615455414,NA,"0",2013,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"4780",2013-01-31,-3.88888888888889,NA,110,48,16,"Tuesday",26.642770374,NA,"0",2013,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"4781",2013-02-01,-6.11111111111111,NA,113,45,9,"Wednesday",39.6374482451,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4782",2013-02-02,0.555555555555556,NA,117,51,13,"Thursday",19.689309637,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"4783",2013-02-03,-3.88888888888889,NA,109,49,8,"Friday",14.661478438,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4784",2013-02-04,-6.11111111111111,NA,127,53,6,"Saturday",21.680105886,NA,"0",2013,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"4785",2013-02-05,-5,NA,113,43,10,"Sunday",38.8423425954,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4786",2013-02-06,-3.33333333333333,NA,114,48,9,"Monday",16.653495246,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4787",2013-02-07,-5.55555555555556,NA,116,51,13,"Tuesday",44.653495246,NA,"0",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"4788",2013-02-08,5,NA,129,45,14,"Wednesday",37.6286115937,NA,"0",2013,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"4789",2013-02-09,1.66666666666667,NA,103,48,7,"Thursday",49.634147364,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"4790",2013-02-10,-4.44444444444444,NA,114,46,10,"Friday",9.647452687,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4791",2013-02-11,-4.44444444444444,NA,102,39,5,"Saturday",31.523401479,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4792",2013-02-12,-1.11111111111111,NA,97,36,6,"Sunday",37.5915703337,183,"1",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4793",2013-02-13,-3.33333333333333,NA,116,52,9,"Monday",15.458517115,184,"1",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"4794",2013-02-14,-0.555555555555556,NA,123,54,8,"Tuesday",29.482388807,NA,"0",2013,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4795",2013-02-15,-2.22222222222222,NA,91,37,6,"Wednesday",20.466999724,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"4796",2013-02-16,-2.77777777777778,NA,106,52,4,"Thursday",36.506915691,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4797",2013-02-17,-1.11111111111111,NA,122,58,10,"Friday",22.823101748,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4798",2013-02-18,-1.66666666666667,NA,133,62,11,"Saturday",8.538848462,NA,"0",2013,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"4799",2013-02-19,-2.77777777777778,NA,111,47,10,"Sunday",20.592069751,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4800",2013-02-20,1.66666666666667,NA,134,48,20,"Monday",49.627005367,NA,"0",2013,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"4801",2013-02-21,9.44444444444444,NA,120,49,10,"Tuesday",56.657742579,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4802",2013-02-22,15,NA,120,41,16,"Wednesday",86.588554904,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4803",2013-02-23,9.44444444444444,NA,94,31,6,"Thursday",25.159498869,NA,"0",2013,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"4804",2013-02-24,12.7777777777778,NA,114,41,13,"Friday",60.444857425,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4805",2013-02-25,13.3333333333333,NA,110,47,8,"Saturday",36.450179554,NA,"0",2013,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"4806",2013-02-26,7.22222222222222,NA,109,49,9,"Sunday",0.427275739999999,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4807",2013-02-27,6.11111111111111,NA,111,44,11,"Monday",25.460805367,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4808",2013-02-28,12.2222222222222,NA,103,40,9,"Tuesday",43.3729902415,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"4809",2013-03-01,7.77777777777778,NA,112,46,9,"Wednesday",17.495857531,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4810",2013-03-02,0.555555555555556,NA,101,37,9,"Thursday",6.317107892,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4811",2013-03-03,1.66666666666667,NA,105,44,9,"Friday",33.404923015,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4812",2013-03-04,7.77777777777778,NA,104,36,10,"Saturday",26.294810149,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4813",2013-03-05,11.1111111111111,NA,95,35,10,"Sunday",19.366143017,NA,"0",2013,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"4814",2013-03-06,10.5555555555556,NA,109,44,12,"Monday",64.512501565,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4815",2013-03-07,18.8888888888889,NA,109,47,6,"Tuesday",39.9508599748,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4816",2013-03-08,19.4444444444444,NA,130,60,12,"Wednesday",89.496535178,NA,"0",2013,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"4817",2013-03-09,7.77777777777778,NA,87,40,3,"Thursday",16.422025371,NA,"0",2013,39,48,13,4,7,6,2,2,74,10,33,5,41,6,11,4,2,1
"4818",2013-03-10,-1.11111111111111,NA,111,52,6,"Friday",6.330355852,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4819",2013-03-11,-1.11111111111111,NA,119,46,8,"Saturday",1.343142617,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4820",2013-03-12,1.11111111111111,NA,99,47,4,"Sunday",11.39902497,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4821",2013-03-13,3.88888888888889,NA,109,38,12,"Monday",38.6417116426,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4822",2013-03-14,7.22222222222222,NA,84,40,5,"Tuesday",42.3351594262,NA,"0",2013,38,46,13,4,7,6,2,2,71,10,32,5,39,6,11,4,2,1
"4823",2013-03-15,10,NA,110,39,9,"Wednesday",33.22339472,NA,"0",2013,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"4824",2013-03-16,0.555555555555556,NA,108,43,6,"Thursday",1.259745446,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4825",2013-03-17,0,NA,102,45,6,"Friday",7.192201284,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4826",2013-03-18,1.11111111111111,NA,113,47,6,"Saturday",15.216150859,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4827",2013-03-19,3.88888888888889,NA,100,46,12,"Sunday",31.182248636,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"4828",2013-03-20,9.44444444444444,NA,126,56,6,"Monday",13.226795115,NA,"0",2013,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"4829",2013-03-21,8.33333333333333,NA,93,38,9,"Tuesday",42.0139099629,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4830",2013-03-22,10.5555555555556,NA,113,48,9,"Wednesday",53.083189686,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4831",2013-03-23,10,NA,99,38,7,"Thursday",67.059140731,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4832",2013-03-24,13.8888888888889,NA,99,38,7,"Friday",40.1097009555,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4833",2013-03-25,11.6666666666667,NA,106,42,10,"Saturday",21.144357231,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4834",2013-03-26,11.1111111111111,NA,106,51,8,"Sunday",27.200177146,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4835",2013-03-27,8.33333333333333,NA,119,48,10,"Monday",8.434350812,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4836",2013-03-28,3.88888888888889,NA,93,40,4,"Tuesday",8.460282237,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4837",2013-03-29,4.44444444444444,NA,90,34,11,"Wednesday",18.375485577,185,"1",2013,40,50,14,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4838",2013-03-30,4.44444444444444,NA,111,49,11,"Thursday",32.343552807,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4839",2013-03-31,7.22222222222222,NA,97,38,8,"Friday",53.993915545,186,"1",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4840",2013-04-01,11.1111111111111,NA,98,42,7,"Saturday",50.162600426,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4841",2013-04-02,10.5555555555556,NA,98,42,4,"Sunday",36.9656816583,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4842",2013-04-03,11.1111111111111,NA,116,42,6,"Monday",29.932850859,NA,"0",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"4843",2013-04-04,3.33333333333333,NA,111,42,8,"Tuesday",8.876861316,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4844",2013-04-05,6.66666666666667,NA,122,39,10,"Wednesday",68.964676447,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4845",2013-04-06,11.6666666666667,NA,120,52,8,"Thursday",78.145626862,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4846",2013-04-07,5,NA,114,42,10,"Friday",22.065796899,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4847",2013-04-08,1.11111111111111,NA,108,35,8,"Saturday",26.220138632,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4848",2013-04-09,7.22222222222222,NA,115,59,5,"Sunday",17.286757354,NA,"0",2013,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"4849",2013-04-10,2.77777777777778,NA,120,51,6,"Monday",21.249539027,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4850",2013-04-11,1.11111111111111,NA,86,37,5,"Tuesday",9.241555835,NA,"0",2013,39,47,13,4,7,6,2,2,73,10,33,5,40,6,11,4,2,1
"4851",2013-04-12,3.88888888888889,NA,122,46,5,"Wednesday",32.776214984,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4852",2013-04-13,9.44444444444444,NA,99,49,4,"Thursday",44.041976006,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4853",2013-04-14,14.4444444444444,NA,121,46,6,"Friday",104.797158079,NA,"0",2013,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"4854",2013-04-15,13.3333333333333,NA,100,38,5,"Saturday",50.681176059,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"4855",2013-04-16,6.66666666666667,NA,125,45,13,"Sunday",15.717770128,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"4856",2013-04-17,5,NA,101,43,6,"Monday",8.627293933,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4857",2013-04-18,8.88888888888889,NA,120,44,7,"Tuesday",40.8555138899,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4858",2013-04-19,11.1111111111111,NA,97,39,11,"Wednesday",49.518190295,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4859",2013-04-20,11.6666666666667,NA,108,40,10,"Thursday",18.45166368,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4860",2013-04-21,6.66666666666667,NA,105,36,7,"Friday",0.409059489000001,187,"1",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4861",2013-04-22,8.88888888888889,NA,97,48,9,"Saturday",10.456039881,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4862",2013-04-23,8.33333333333333,NA,84,35,5,"Sunday",19.370885814,NA,"0",2013,38,46,13,4,7,6,2,2,71,10,32,5,39,6,11,4,2,1
"4863",2013-04-24,11.1111111111111,NA,112,49,10,"Monday",23.233252586,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4864",2013-04-25,9.44444444444444,NA,112,54,5,"Tuesday",11.288392821,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4865",2013-04-26,11.1111111111111,NA,123,48,14,"Wednesday",29.333630917,NA,"0",2013,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4866",2013-04-27,11.6666666666667,NA,123,48,8,"Thursday",87.170106601,NA,"0",2013,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"4867",2013-04-28,12.2222222222222,NA,127,47,14,"Friday",61.300063333,NA,"0",2013,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"4868",2013-04-29,8.88888888888889,NA,85,38,4,"Saturday",7.544881262,NA,"0",2013,38,47,13,4,7,6,2,2,72,10,33,5,40,6,11,4,2,1
"4869",2013-04-30,12.2222222222222,NA,113,50,9,"Sunday",40.5599048358,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4870",2013-05-01,13.8888888888889,NA,122,51,15,"Monday",46.787038123,188,"1",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4871",2013-05-02,13.8888888888889,NA,97,40,4,"Tuesday",26.834937282,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4872",2013-05-03,17.2222222222222,NA,102,40,5,"Wednesday",59.817024076,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4873",2013-05-04,22.2222222222222,NA,118,45,8,"Thursday",76.741837898,NA,"0",2013,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"4874",2013-05-05,23.3333333333333,NA,126,52,9,"Friday",78.010605406,NA,"0",2013,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"4875",2013-05-06,23.3333333333333,NA,125,40,14,"Saturday",38.6858250234,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"4876",2013-05-07,21.6666666666667,NA,104,42,8,"Sunday",34.0744709524,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4877",2013-05-08,24.4444444444444,NA,128,54,9,"Monday",101.111725854,NA,"0",2013,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"4878",2013-05-09,15,NA,108,40,7,"Tuesday",10.237482926,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4879",2013-05-10,12.7777777777778,NA,104,43,6,"Wednesday",15.272923095,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4880",2013-05-11,19.4444444444444,NA,114,44,10,"Thursday",47.397993125,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4881",2013-05-12,22.7777777777778,NA,102,32,5,"Friday",40.5600560425,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4882",2013-05-13,11.6666666666667,NA,94,38,2,"Saturday",15.557656991,NA,"0",2013,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"4883",2013-05-14,11.1111111111111,NA,105,48,10,"Sunday",14.757236819,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4884",2013-05-15,13.8888888888889,NA,108,48,9,"Monday",33.7872813892,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4885",2013-05-16,16.1111111111111,NA,95,44,6,"Tuesday",43.715532673,NA,"0",2013,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"4886",2013-05-17,16.1111111111111,NA,111,55,6,"Wednesday",49.672955642,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4887",2013-05-18,14.4444444444444,NA,102,40,10,"Thursday",30.253269204,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4888",2013-05-19,7.77777777777778,NA,105,43,8,"Friday",-0.100853881000006,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4889",2013-05-20,12.7777777777778,NA,104,42,6,"Saturday",16.02687721,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4890",2013-05-21,13.8888888888889,NA,104,47,3,"Sunday",27.995013741,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4891",2013-05-22,19.4444444444444,NA,122,40,5,"Monday",70.037626674,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4892",2013-05-23,20.5555555555556,NA,104,44,7,"Tuesday",42.1254417997,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4893",2013-05-24,20,NA,94,42,7,"Wednesday",59.578602889,NA,"0",2013,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"4894",2013-05-25,17.7777777777778,NA,121,51,10,"Thursday",55.090847962,NA,"0",2013,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"4895",2013-05-26,16.1111111111111,NA,89,41,5,"Friday",69.066898383,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4896",2013-05-27,15.5555555555556,NA,102,44,10,"Saturday",27.045116369,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4897",2013-05-28,12.7777777777778,NA,101,47,9,"Sunday",5.026131012,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4898",2013-05-29,13.3333333333333,NA,117,36,6,"Monday",6.95162121,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"4899",2013-05-30,18.3333333333333,NA,102,44,4,"Tuesday",36.0768420927,189,"1",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4900",2013-05-31,19.4444444444444,NA,105,33,6,"Wednesday",53.93299376,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4901",2013-06-01,22.7777777777778,NA,99,41,5,"Thursday",60.028792079,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4902",2013-06-02,15.5555555555556,NA,89,29,10,"Friday",21.274870261,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4903",2013-06-03,12.7777777777778,NA,87,44,3,"Saturday",8.307590638,NA,"0",2013,39,48,13,4,7,6,2,2,74,10,33,5,41,6,11,4,2,1
"4904",2013-06-04,13.3333333333333,NA,88,35,5,"Sunday",14.406050025,NA,"0",2013,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
